mnemonic,arg_position,arg_name,arg_type
CMD_CDH_MEM_DUMP_069,0,addr,uint32
CMD_CDH_MEM_DUMP_069,1,len,uint16
CMD_CDH_MEM_PATCH_069,0,addr,uint32
CMD_CDH_MEM_PATCH_069,1,data,bytes
CMD_THERMAL_HTR_ON_069,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_069,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_069,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_069,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_069,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_069,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_070,0,channel,uint8
CMD_EPS_PWR_ON_070,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_070,0,channel,uint8
CMD_EPS_BATT_TRICKLE_070,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_070,0,array_id,uint8
CMD_EPS_SOLAR_STOW_070,0,array_id,uint8
CMD_ADCS_MODE_SET_070,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_070,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_070,1,rpm,int16
CMD_ADCS_RW_STOP_070,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_070,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_070,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_070,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_070,0,quat_x,float32
CMD_ADCS_ATT_SLEW_070,1,quat_y,float32
CMD_ADCS_ATT_SLEW_070,2,quat_z,float32
CMD_ADCS_ATT_SLEW_070,3,quat_w,float32
CMD_COMM_TX_ENABLE_070,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_070,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_070,0,dbm,int8
CMD_COMM_DUMP_START_070,0,vc_id,uint8
CMD_COMM_DUMP_STOP_070,0,vc_id,uint8
CMD_CDH_TIME_SYNC_070,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_070,0,path,string
CMD_CDH_MEM_DUMP_070,0,addr,uint32
CMD_CDH_MEM_DUMP_070,1,len,uint16
CMD_CDH_MEM_PATCH_070,0,addr,uint32
CMD_CDH_MEM_PATCH_070,1,data,bytes
CMD_THERMAL_HTR_ON_070,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_070,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_070,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_070,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_070,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_070,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_071,0,channel,uint8
CMD_EPS_PWR_ON_071,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_071,0,channel,uint8
CMD_EPS_BATT_TRICKLE_071,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_071,0,array_id,uint8
CMD_EPS_SOLAR_STOW_071,0,array_id,uint8
CMD_ADCS_MODE_SET_071,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_071,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_071,1,rpm,int16
CMD_ADCS_RW_STOP_071,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_071,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_071,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_071,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_071,0,quat_x,float32
CMD_ADCS_ATT_SLEW_071,1,quat_y,float32
CMD_ADCS_ATT_SLEW_071,2,quat_z,float32
CMD_ADCS_ATT_SLEW_071,3,quat_w,float32
CMD_COMM_TX_ENABLE_071,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_071,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_071,0,dbm,int8
CMD_COMM_DUMP_START_071,0,vc_id,uint8
CMD_COMM_DUMP_STOP_071,0,vc_id,uint8
CMD_CDH_TIME_SYNC_071,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_071,0,path,string
CMD_CDH_MEM_DUMP_071,0,addr,uint32
CMD_CDH_MEM_DUMP_071,1,len,uint16
CMD_CDH_MEM_PATCH_071,0,addr,uint32
CMD_CDH_MEM_PATCH_071,1,data,bytes
CMD_THERMAL_HTR_ON_071,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_071,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_071,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_071,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_071,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_071,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_072,0,channel,uint8
CMD_EPS_PWR_ON_072,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_072,0,channel,uint8
CMD_EPS_BATT_TRICKLE_072,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_072,0,array_id,uint8
CMD_EPS_SOLAR_STOW_072,0,array_id,uint8
CMD_ADCS_MODE_SET_072,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_072,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_072,1,rpm,int16
CMD_ADCS_RW_STOP_072,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_072,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_072,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_072,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_072,0,quat_x,float32
CMD_ADCS_ATT_SLEW_072,1,quat_y,float32
CMD_ADCS_ATT_SLEW_072,2,quat_z,float32
CMD_ADCS_ATT_SLEW_072,3,quat_w,float32
CMD_COMM_TX_ENABLE_072,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_072,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_072,0,dbm,int8
CMD_COMM_DUMP_START_072,0,vc_id,uint8
CMD_COMM_DUMP_STOP_072,0,vc_id,uint8
CMD_CDH_TIME_SYNC_072,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_072,0,path,string
CMD_CDH_MEM_DUMP_072,0,addr,uint32
CMD_CDH_MEM_DUMP_072,1,len,uint16
CMD_CDH_MEM_PATCH_072,0,addr,uint32
CMD_CDH_MEM_PATCH_072,1,data,bytes
CMD_THERMAL_HTR_ON_072,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_072,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_072,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_072,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_072,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_072,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_073,0,channel,uint8
CMD_EPS_PWR_ON_073,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_073,0,channel,uint8
CMD_EPS_BATT_TRICKLE_073,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_073,0,array_id,uint8
CMD_EPS_SOLAR_STOW_073,0,array_id,uint8
CMD_ADCS_MODE_SET_073,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_073,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_073,1,rpm,int16
CMD_ADCS_RW_STOP_073,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_073,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_073,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_073,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_073,0,quat_x,float32
CMD_ADCS_ATT_SLEW_073,1,quat_y,float32
CMD_ADCS_ATT_SLEW_073,2,quat_z,float32
CMD_ADCS_ATT_SLEW_073,3,quat_w,float32
CMD_COMM_TX_ENABLE_073,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_073,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_073,0,dbm,int8
CMD_COMM_DUMP_START_073,0,vc_id,uint8
CMD_COMM_DUMP_STOP_073,0,vc_id,uint8
CMD_CDH_TIME_SYNC_073,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_073,0,path,string
CMD_CDH_MEM_DUMP_073,0,addr,uint32
CMD_CDH_MEM_DUMP_073,1,len,uint16
CMD_CDH_MEM_PATCH_073,0,addr,uint32
CMD_CDH_MEM_PATCH_073,1,data,bytes
CMD_THERMAL_HTR_ON_073,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_073,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_073,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_073,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_073,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_073,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_074,0,channel,uint8
CMD_EPS_PWR_ON_074,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_074,0,channel,uint8
CMD_EPS_BATT_TRICKLE_074,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_074,0,array_id,uint8
CMD_EPS_SOLAR_STOW_074,0,array_id,uint8
CMD_ADCS_MODE_SET_074,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_074,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_074,1,rpm,int16
CMD_ADCS_RW_STOP_074,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_074,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_074,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_074,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_074,0,quat_x,float32
CMD_ADCS_ATT_SLEW_074,1,quat_y,float32
CMD_ADCS_ATT_SLEW_074,2,quat_z,float32
CMD_ADCS_ATT_SLEW_074,3,quat_w,float32
CMD_COMM_TX_ENABLE_074,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_074,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_074,0,dbm,int8
CMD_COMM_DUMP_START_074,0,vc_id,uint8
CMD_COMM_DUMP_STOP_074,0,vc_id,uint8
CMD_CDH_TIME_SYNC_074,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_074,0,path,string
CMD_CDH_MEM_DUMP_074,0,addr,uint32
CMD_CDH_MEM_DUMP_074,1,len,uint16
CMD_CDH_MEM_PATCH_074,0,addr,uint32
CMD_CDH_MEM_PATCH_074,1,data,bytes
CMD_THERMAL_HTR_ON_074,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_074,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_074,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_074,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_074,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_074,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_075,0,channel,uint8
CMD_EPS_PWR_ON_075,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_075,0,channel,uint8
CMD_EPS_BATT_TRICKLE_075,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_075,0,array_id,uint8
CMD_EPS_SOLAR_STOW_075,0,array_id,uint8
CMD_ADCS_MODE_SET_075,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_075,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_075,1,rpm,int16
CMD_ADCS_RW_STOP_075,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_075,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_075,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_075,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_075,0,quat_x,float32
CMD_ADCS_ATT_SLEW_075,1,quat_y,float32
CMD_ADCS_ATT_SLEW_075,2,quat_z,float32
CMD_ADCS_ATT_SLEW_075,3,quat_w,float32
CMD_COMM_TX_ENABLE_075,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_075,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_075,0,dbm,int8
CMD_COMM_DUMP_START_075,0,vc_id,uint8
CMD_COMM_DUMP_STOP_075,0,vc_id,uint8
CMD_CDH_TIME_SYNC_075,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_075,0,path,string
CMD_CDH_MEM_DUMP_075,0,addr,uint32
CMD_CDH_MEM_DUMP_075,1,len,uint16
CMD_CDH_MEM_PATCH_075,0,addr,uint32
CMD_CDH_MEM_PATCH_075,1,data,bytes
CMD_THERMAL_HTR_ON_075,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_075,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_075,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_075,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_075,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_075,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_076,0,channel,uint8
CMD_EPS_PWR_ON_076,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_076,0,channel,uint8
CMD_EPS_BATT_TRICKLE_076,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_076,0,array_id,uint8
CMD_EPS_SOLAR_STOW_076,0,array_id,uint8
CMD_ADCS_MODE_SET_076,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_076,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_076,1,rpm,int16
CMD_ADCS_RW_STOP_076,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_076,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_076,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_076,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_076,0,quat_x,float32
CMD_ADCS_ATT_SLEW_076,1,quat_y,float32
CMD_ADCS_ATT_SLEW_076,2,quat_z,float32
CMD_ADCS_ATT_SLEW_076,3,quat_w,float32
CMD_COMM_TX_ENABLE_076,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_076,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_076,0,dbm,int8
CMD_COMM_DUMP_START_076,0,vc_id,uint8
CMD_COMM_DUMP_STOP_076,0,vc_id,uint8
CMD_CDH_TIME_SYNC_076,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_076,0,path,string
CMD_CDH_MEM_DUMP_076,0,addr,uint32
CMD_CDH_MEM_DUMP_076,1,len,uint16
CMD_CDH_MEM_PATCH_076,0,addr,uint32
CMD_CDH_MEM_PATCH_076,1,data,bytes
CMD_THERMAL_HTR_ON_076,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_076,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_076,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_076,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_076,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_076,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_077,0,channel,uint8
CMD_EPS_PWR_ON_077,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_077,0,channel,uint8
CMD_EPS_BATT_TRICKLE_077,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_077,0,array_id,uint8
CMD_EPS_SOLAR_STOW_077,0,array_id,uint8
CMD_ADCS_MODE_SET_077,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_077,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_077,1,rpm,int16
CMD_ADCS_RW_STOP_077,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_077,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_077,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_077,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_077,0,quat_x,float32
CMD_ADCS_ATT_SLEW_077,1,quat_y,float32
CMD_ADCS_ATT_SLEW_077,2,quat_z,float32
CMD_ADCS_ATT_SLEW_077,3,quat_w,float32
CMD_COMM_TX_ENABLE_077,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_077,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_077,0,dbm,int8
CMD_COMM_DUMP_START_077,0,vc_id,uint8
CMD_COMM_DUMP_STOP_077,0,vc_id,uint8
CMD_CDH_TIME_SYNC_077,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_077,0,path,string
CMD_CDH_MEM_DUMP_077,0,addr,uint32
CMD_CDH_MEM_DUMP_077,1,len,uint16
CMD_CDH_MEM_PATCH_077,0,addr,uint32
CMD_CDH_MEM_PATCH_077,1,data,bytes
CMD_THERMAL_HTR_ON_077,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_077,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_077,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_077,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_077,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_077,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_078,0,channel,uint8
CMD_EPS_PWR_ON_078,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_078,0,channel,uint8
CMD_EPS_BATT_TRICKLE_078,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_078,0,array_id,uint8
CMD_EPS_SOLAR_STOW_078,0,array_id,uint8
CMD_ADCS_MODE_SET_078,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_078,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_078,1,rpm,int16
CMD_ADCS_RW_STOP_078,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_078,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_078,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_078,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_078,0,quat_x,float32
CMD_ADCS_ATT_SLEW_078,1,quat_y,float32
CMD_ADCS_ATT_SLEW_078,2,quat_z,float32
CMD_ADCS_ATT_SLEW_078,3,quat_w,float32
CMD_COMM_TX_ENABLE_078,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_078,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_078,0,dbm,int8
CMD_COMM_DUMP_START_078,0,vc_id,uint8
CMD_COMM_DUMP_STOP_078,0,vc_id,uint8
CMD_CDH_TIME_SYNC_078,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_078,0,path,string
CMD_CDH_MEM_DUMP_078,0,addr,uint32
CMD_CDH_MEM_DUMP_078,1,len,uint16
CMD_CDH_MEM_PATCH_078,0,addr,uint32
CMD_CDH_MEM_PATCH_078,1,data,bytes
CMD_THERMAL_HTR_ON_078,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_078,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_078,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_078,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_078,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_078,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_079,0,channel,uint8
CMD_EPS_PWR_ON_079,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_079,0,channel,uint8
CMD_EPS_BATT_TRICKLE_079,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_079,0,array_id,uint8
CMD_EPS_SOLAR_STOW_079,0,array_id,uint8
CMD_ADCS_MODE_SET_079,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_079,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_079,1,rpm,int16
CMD_ADCS_RW_STOP_079,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_079,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_079,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_079,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_079,0,quat_x,float32
CMD_ADCS_ATT_SLEW_079,1,quat_y,float32
CMD_ADCS_ATT_SLEW_079,2,quat_z,float32
CMD_ADCS_ATT_SLEW_079,3,quat_w,float32
CMD_COMM_TX_ENABLE_079,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_079,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_079,0,dbm,int8
CMD_COMM_DUMP_START_079,0,vc_id,uint8
CMD_COMM_DUMP_STOP_079,0,vc_id,uint8
CMD_CDH_TIME_SYNC_079,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_079,0,path,string
CMD_CDH_MEM_DUMP_079,0,addr,uint32
CMD_CDH_MEM_DUMP_079,1,len,uint16
CMD_CDH_MEM_PATCH_079,0,addr,uint32
CMD_CDH_MEM_PATCH_079,1,data,bytes
CMD_THERMAL_HTR_ON_079,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_079,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_079,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_079,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_079,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_079,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_080,0,channel,uint8
CMD_EPS_PWR_ON_080,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_080,0,channel,uint8
CMD_EPS_BATT_TRICKLE_080,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_080,0,array_id,uint8
CMD_EPS_SOLAR_STOW_080,0,array_id,uint8
CMD_ADCS_MODE_SET_080,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_080,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_080,1,rpm,int16
CMD_ADCS_RW_STOP_080,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_080,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_080,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_080,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_080,0,quat_x,float32
CMD_ADCS_ATT_SLEW_080,1,quat_y,float32
CMD_ADCS_ATT_SLEW_080,2,quat_z,float32
CMD_ADCS_ATT_SLEW_080,3,quat_w,float32
CMD_COMM_TX_ENABLE_080,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_080,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_080,0,dbm,int8
CMD_COMM_DUMP_START_080,0,vc_id,uint8
CMD_COMM_DUMP_STOP_080,0,vc_id,uint8
CMD_CDH_TIME_SYNC_080,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_080,0,path,string
CMD_CDH_MEM_DUMP_080,0,addr,uint32
CMD_CDH_MEM_DUMP_080,1,len,uint16
CMD_CDH_MEM_PATCH_080,0,addr,uint32
CMD_CDH_MEM_PATCH_080,1,data,bytes
CMD_THERMAL_HTR_ON_080,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_080,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_080,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_080,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_080,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_080,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_081,0,channel,uint8
CMD_EPS_PWR_ON_081,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_081,0,channel,uint8
CMD_EPS_BATT_TRICKLE_081,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_081,0,array_id,uint8
CMD_EPS_SOLAR_STOW_081,0,array_id,uint8
CMD_ADCS_MODE_SET_081,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_081,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_081,1,rpm,int16
CMD_ADCS_RW_STOP_081,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_081,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_081,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_081,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_081,0,quat_x,float32
CMD_ADCS_ATT_SLEW_081,1,quat_y,float32
CMD_ADCS_ATT_SLEW_081,2,quat_z,float32
CMD_ADCS_ATT_SLEW_081,3,quat_w,float32
CMD_COMM_TX_ENABLE_081,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_081,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_081,0,dbm,int8
CMD_COMM_DUMP_START_081,0,vc_id,uint8
CMD_COMM_DUMP_STOP_081,0,vc_id,uint8
CMD_CDH_TIME_SYNC_081,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_081,0,path,string
CMD_CDH_MEM_DUMP_081,0,addr,uint32
CMD_CDH_MEM_DUMP_081,1,len,uint16
CMD_CDH_MEM_PATCH_081,0,addr,uint32
CMD_CDH_MEM_PATCH_081,1,data,bytes
CMD_THERMAL_HTR_ON_081,0,heater_id,uint8
CMD_THERMAL_HTR_OFF_081,0,heater_id,uint8
CMD_THERMAL_HTR_AUTO_081,0,heater_id,uint8
CMD_PAYLOAD_IMG_CAPTURE_081,0,integration_ms,uint16
CMD_PAYLOAD_IMG_CAPTURE_081,1,filter,ENUM_FILTER
CMD_PAYLOAD_INST_CAL_081,0,cal_mode,ENUM_CAL_MODE
CMD_EPS_PWR_ON_082,0,channel,uint8
CMD_EPS_PWR_ON_082,1,mode,ENUM_PWR_MODE
CMD_EPS_PWR_OFF_082,0,channel,uint8
CMD_EPS_BATT_TRICKLE_082,0,rate_ma,uint16
CMD_EPS_SOLAR_DEPLOY_082,0,array_id,uint8
CMD_EPS_SOLAR_STOW_082,0,array_id,uint8
CMD_ADCS_MODE_SET_082,0,mode,ENUM_ADCS_MODE
CMD_ADCS_RW_SPIN_082,0,wheel_id,uint8
CMD_ADCS_RW_SPIN_082,1,rpm,int16
CMD_ADCS_RW_STOP_082,0,wheel_id,uint8
CMD_ADCS_MTQ_FIRE_082,0,axis,ENUM_MTQ_AXIS
CMD_ADCS_MTQ_FIRE_082,1,duration_s,uint16
CMD_ADCS_STAR_TRACK_082,0,tracker_id,uint8
CMD_ADCS_ATT_SLEW_082,0,quat_x,float32
CMD_ADCS_ATT_SLEW_082,1,quat_y,float32
CMD_ADCS_ATT_SLEW_082,2,quat_z,float32
CMD_ADCS_ATT_SLEW_082,3,quat_w,float32
CMD_COMM_TX_ENABLE_082,0,band,ENUM_RF_BAND
CMD_COMM_TX_DISABLE_082,0,band,ENUM_RF_BAND
CMD_COMM_TX_POWER_082,0,dbm,int8
CMD_COMM_DUMP_START_082,0,vc_id,uint8
CMD_COMM_DUMP_STOP_082,0,vc_id,uint8
CMD_CDH_TIME_SYNC_082,0,epoch_s,uint32
CMD_CDH_FILE_DELETE_082,0,path,string
CMD_CDH_MEM_DUMP_082,0,addr,uint32
CMD_CDH_MEM_DUMP_082,1,len,uint16
CMD_CDH_MEM_PATCH_082,0,addr,uint32
