alert_id,type,severity,watched_telemetry,condition,description,fdir_id,page,fsw_min_version,owner,created,updated,ack_required,auto_clear,notes
ALT_PAYLOAD_AUX_0502,threshold,WARNING,TLM_PAYLOAD_AUX_06,value > 1000,PAYLOAD auxiliary 6 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0503,threshold,WARNING,TLM_PROP_AUX_07,value > 1000,PROP auxiliary 7 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0504,threshold,WARNING,TLM_EPS_AUX_08,value > 1000,EPS auxiliary 8 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0505,threshold,WARNING,TLM_ADCS_AUX_09,value > 1000,ADCS auxiliary 9 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0506,threshold,WARNING,TLM_COMM_AUX_10,value > 1000,COMM auxiliary 10 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0507,threshold,WARNING,TLM_CDH_AUX_11,value > 1000,CDH auxiliary 11 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0508,threshold,WARNING,TLM_THERMAL_AUX_12,value > 1000,THERMAL auxiliary 12 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0509,threshold,WARNING,TLM_PAYLOAD_AUX_13,value > 1000,PAYLOAD auxiliary 13 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0510,threshold,WARNING,TLM_PROP_AUX_14,value > 1000,PROP auxiliary 14 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0511,threshold,WARNING,TLM_EPS_AUX_15,value > 1000,EPS auxiliary 15 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0512,threshold,WARNING,TLM_ADCS_AUX_00,value > 1000,ADCS auxiliary 0 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0513,threshold,WARNING,TLM_COMM_AUX_01,value > 1000,COMM auxiliary 1 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0514,threshold,WARNING,TLM_CDH_AUX_02,value > 1000,CDH auxiliary 2 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0515,threshold,WARNING,TLM_THERMAL_AUX_03,value > 1000,THERMAL auxiliary 3 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0516,threshold,WARNING,TLM_PAYLOAD_AUX_04,value > 1000,PAYLOAD auxiliary 4 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0517,threshold,WARNING,TLM_PROP_AUX_05,value > 1000,PROP auxiliary 5 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0518,threshold,WARNING,TLM_EPS_AUX_06,value > 1000,EPS auxiliary 6 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0519,threshold,WARNING,TLM_ADCS_AUX_07,value > 1000,ADCS auxiliary 7 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0520,threshold,WARNING,TLM_COMM_AUX_08,value > 1000,COMM auxiliary 8 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0521,threshold,WARNING,TLM_CDH_AUX_09,value > 1000,CDH auxiliary 9 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0522,threshold,WARNING,TLM_THERMAL_AUX_10,value > 1000,THERMAL auxiliary 10 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0523,threshold,WARNING,TLM_PAYLOAD_AUX_11,value > 1000,PAYLOAD auxiliary 11 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0524,threshold,WARNING,TLM_PROP_AUX_12,value > 1000,PROP auxiliary 12 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0525,threshold,WARNING,TLM_EPS_AUX_13,value > 1000,EPS auxiliary 13 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0526,threshold,WARNING,TLM_ADCS_AUX_14,value > 1000,ADCS auxiliary 14 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0527,threshold,WARNING,TLM_COMM_AUX_15,value > 1000,COMM auxiliary 15 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0528,threshold,WARNING,TLM_CDH_AUX_00,value > 1000,CDH auxiliary 0 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0529,threshold,WARNING,TLM_THERMAL_AUX_01,value > 1000,THERMAL auxiliary 1 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0530,threshold,WARNING,TLM_PAYLOAD_AUX_02,value > 1000,PAYLOAD auxiliary 2 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0531,threshold,WARNING,TLM_PROP_AUX_03,value > 1000,PROP auxiliary 3 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0532,threshold,WARNING,TLM_EPS_AUX_04,value > 1000,EPS auxiliary 4 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0533,threshold,WARNING,TLM_ADCS_AUX_05,value > 1000,ADCS auxiliary 5 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0534,threshold,WARNING,TLM_COMM_AUX_06,value > 1000,COMM auxiliary 6 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0535,threshold,WARNING,TLM_CDH_AUX_07,value > 1000,CDH auxiliary 7 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0536,threshold,WARNING,TLM_THERMAL_AUX_08,value > 1000,THERMAL auxiliary 8 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0537,threshold,WARNING,TLM_PAYLOAD_AUX_09,value > 1000,PAYLOAD auxiliary 9 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0538,threshold,WARNING,TLM_PROP_AUX_10,value > 1000,PROP auxiliary 10 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0539,threshold,WARNING,TLM_EPS_AUX_11,value > 1000,EPS auxiliary 11 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0540,threshold,WARNING,TLM_ADCS_AUX_12,value > 1000,ADCS auxiliary 12 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0541,threshold,WARNING,TLM_COMM_AUX_13,value > 1000,COMM auxiliary 13 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0542,threshold,WARNING,TLM_CDH_AUX_14,value > 1000,CDH auxiliary 14 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0543,threshold,WARNING,TLM_THERMAL_AUX_15,value > 1000,THERMAL auxiliary 15 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0544,threshold,WARNING,TLM_PAYLOAD_AUX_00,value > 1000,PAYLOAD auxiliary 0 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0545,threshold,WARNING,TLM_PROP_AUX_01,value > 1000,PROP auxiliary 1 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0546,threshold,WARNING,TLM_EPS_AUX_02,value > 1000,EPS auxiliary 2 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0547,threshold,WARNING,TLM_ADCS_AUX_03,value > 1000,ADCS auxiliary 3 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0548,threshold,WARNING,TLM_COMM_AUX_04,value > 1000,COMM auxiliary 4 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0549,threshold,WARNING,TLM_CDH_AUX_05,value > 1000,CDH auxiliary 5 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0550,threshold,WARNING,TLM_THERMAL_AUX_06,value > 1000,THERMAL auxiliary 6 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0551,threshold,WARNING,TLM_PAYLOAD_AUX_07,value > 1000,PAYLOAD auxiliary 7 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0552,threshold,WARNING,TLM_PROP_AUX_08,value > 1000,PROP auxiliary 8 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0553,threshold,WARNING,TLM_EPS_AUX_09,value > 1000,EPS auxiliary 9 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0554,threshold,WARNING,TLM_ADCS_AUX_10,value > 1000,ADCS auxiliary 10 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0555,threshold,WARNING,TLM_COMM_AUX_11,value > 1000,COMM auxiliary 11 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0556,threshold,WARNING,TLM_CDH_AUX_12,value > 1000,CDH auxiliary 12 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0557,threshold,WARNING,TLM_THERMAL_AUX_13,value > 1000,THERMAL auxiliary 13 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0558,threshold,WARNING,TLM_PAYLOAD_AUX_14,value > 1000,PAYLOAD auxiliary 14 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0559,threshold,WARNING,TLM_PROP_AUX_15,value > 1000,PROP auxiliary 15 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0560,threshold,WARNING,TLM_EPS_AUX_00,value > 1000,EPS auxiliary 0 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0561,threshold,WARNING,TLM_ADCS_AUX_01,value > 1000,ADCS auxiliary 1 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0562,threshold,WARNING,TLM_COMM_AUX_02,value > 1000,COMM auxiliary 2 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0563,threshold,WARNING,TLM_CDH_AUX_03,value > 1000,CDH auxiliary 3 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0564,threshold,WARNING,TLM_THERMAL_AUX_04,value > 1000,THERMAL auxiliary 4 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0565,threshold,WARNING,TLM_PAYLOAD_AUX_05,value > 1000,PAYLOAD auxiliary 5 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0566,threshold,WARNING,TLM_PROP_AUX_06,value > 1000,PROP auxiliary 6 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0567,threshold,WARNING,TLM_EPS_AUX_07,value > 1000,EPS auxiliary 7 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0568,threshold,WARNING,TLM_ADCS_AUX_08,value > 1000,ADCS auxiliary 8 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0569,threshold,WARNING,TLM_COMM_AUX_09,value > 1000,COMM auxiliary 9 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0570,threshold,WARNING,TLM_CDH_AUX_10,value > 1000,CDH auxiliary 10 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0571,threshold,WARNING,TLM_THERMAL_AUX_11,value > 1000,THERMAL auxiliary 11 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0572,threshold,WARNING,TLM_PAYLOAD_AUX_12,value > 1000,PAYLOAD auxiliary 12 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0573,threshold,WARNING,TLM_PROP_AUX_13,value > 1000,PROP auxiliary 13 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0574,threshold,WARNING,TLM_EPS_AUX_14,value > 1000,EPS auxiliary 14 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0575,threshold,WARNING,TLM_ADCS_AUX_15,value > 1000,ADCS auxiliary 15 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0576,threshold,WARNING,TLM_COMM_AUX_00,value > 1000,COMM auxiliary 0 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0577,threshold,WARNING,TLM_CDH_AUX_01,value > 1000,CDH auxiliary 1 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0578,threshold,WARNING,TLM_THERMAL_AUX_02,value > 1000,THERMAL auxiliary 2 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0579,threshold,WARNING,TLM_PAYLOAD_AUX_03,value > 1000,PAYLOAD auxiliary 3 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0580,threshold,WARNING,TLM_PROP_AUX_04,value > 1000,PROP auxiliary 4 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0581,threshold,WARNING,TLM_EPS_AUX_05,value > 1000,EPS auxiliary 5 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0582,threshold,WARNING,TLM_ADCS_AUX_06,value > 1000,ADCS auxiliary 6 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0583,threshold,WARNING,TLM_COMM_AUX_07,value > 1000,COMM auxiliary 7 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0584,threshold,WARNING,TLM_CDH_AUX_08,value > 1000,CDH auxiliary 8 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0585,threshold,WARNING,TLM_THERMAL_AUX_09,value > 1000,THERMAL auxiliary 9 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0586,threshold,WARNING,TLM_PAYLOAD_AUX_10,value > 1000,PAYLOAD auxiliary 10 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0587,threshold,WARNING,TLM_PROP_AUX_11,value > 1000,PROP auxiliary 11 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0588,threshold,WARNING,TLM_EPS_AUX_12,value > 1000,EPS auxiliary 12 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0589,threshold,WARNING,TLM_ADCS_AUX_13,value > 1000,ADCS auxiliary 13 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0590,threshold,WARNING,TLM_COMM_AUX_14,value > 1000,COMM auxiliary 14 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0591,threshold,WARNING,TLM_CDH_AUX_15,value > 1000,CDH auxiliary 15 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0592,threshold,WARNING,TLM_THERMAL_AUX_00,value > 1000,THERMAL auxiliary 0 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0593,threshold,WARNING,TLM_PAYLOAD_AUX_01,value > 1000,PAYLOAD auxiliary 1 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0594,threshold,WARNING,TLM_PROP_AUX_02,value > 1000,PROP auxiliary 2 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0595,threshold,WARNING,TLM_EPS_AUX_03,value > 1000,EPS auxiliary 3 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0596,threshold,WARNING,TLM_ADCS_AUX_04,value > 1000,ADCS auxiliary 4 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0597,threshold,WARNING,TLM_COMM_AUX_05,value > 1000,COMM auxiliary 5 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0598,threshold,WARNING,TLM_CDH_AUX_06,value > 1000,CDH auxiliary 6 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0599,threshold,WARNING,TLM_THERMAL_AUX_07,value > 1000,THERMAL auxiliary 7 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0600,threshold,WARNING,TLM_PAYLOAD_AUX_08,value > 1000,PAYLOAD auxiliary 8 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0601,threshold,WARNING,TLM_PROP_AUX_09,value > 1000,PROP auxiliary 9 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0602,threshold,WARNING,TLM_EPS_AUX_10,value > 1000,EPS auxiliary 10 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0603,threshold,WARNING,TLM_ADCS_AUX_11,value > 1000,ADCS auxiliary 11 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0604,threshold,WARNING,TLM_COMM_AUX_12,value > 1000,COMM auxiliary 12 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0605,threshold,WARNING,TLM_CDH_AUX_13,value > 1000,CDH auxiliary 13 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0606,threshold,WARNING,TLM_THERMAL_AUX_14,value > 1000,THERMAL auxiliary 14 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0607,threshold,WARNING,TLM_PAYLOAD_AUX_15,value > 1000,PAYLOAD auxiliary 15 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0608,threshold,WARNING,TLM_PROP_AUX_00,value > 1000,PROP auxiliary 0 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0609,threshold,WARNING,TLM_EPS_AUX_01,value > 1000,EPS auxiliary 1 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0610,threshold,WARNING,TLM_ADCS_AUX_02,value > 1000,ADCS auxiliary 2 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_COMM_AUX_0611,threshold,WARNING,TLM_COMM_AUX_03,value > 1000,COMM auxiliary 3 out of range,FDIR_COMM_001,COMM_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_CDH_AUX_0612,threshold,WARNING,TLM_CDH_AUX_04,value > 1000,CDH auxiliary 4 out of range,FDIR_CDH_001,CDH_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_THERMAL_AUX_0613,threshold,WARNING,TLM_THERMAL_AUX_05,value > 1000,THERMAL auxiliary 5 out of range,FDIR_THM_001,THERMAL_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PAYLOAD_AUX_0614,threshold,WARNING,TLM_PAYLOAD_AUX_06,value > 1000,PAYLOAD auxiliary 6 out of range,FDIR_PAY_001,PAYLOAD_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_PROP_AUX_0615,threshold,WARNING,TLM_PROP_AUX_07,value > 1000,PROP auxiliary 7 out of range,FDIR_PROP_001,PROP_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_EPS_AUX_0616,threshold,WARNING,TLM_EPS_AUX_08,value > 1000,EPS auxiliary 8 out of range,FDIR_EPS_001,EPS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
ALT_ADCS_AUX_0617,threshold,WARNING,TLM_ADCS_AUX_09,value > 1000,ADCS auxiliary 9 out of range,FDIR_ADCS_001,ADCS_OVERVIEW,1.0,ops-team,2024-01-15,2024-09-01,no,yes,auto-generated
